ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
205598,André Sousa,27,https://cdn.sofifa.org/players/4/19/205598.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,6,7,1970,Left,1,2,3,Medium/ Medium,Normal,No,LDM,16,,Os Belenenses,"Jun 30, 2019",5'11,172lbs,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,68+2,69+2,69+2,69+2,68+2,66+2,64+2,64+2,64+2,66+2,69,61,55,76,67,74,80,74,72,76,68,63,66,75,65,78,65,77,75,75,72,68,71,72,59,63,57,60,55,15,8,6,8,8,
215070,G. Ortíz,25,https://cdn.sofifa.org/players/4/19/215070.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,79,Club Atlético Colón,https://cdn.sofifa.org/teams/2/light/110406.png,65,11,1666,Right,1,3,2,Low/ High,Normal,No,LCB,24,"Jul 1, 2017",,2020,6'0,176lbs,51+2,51+2,51+2,48+2,49+2,49+2,49+2,48+2,50+2,50+2,50+2,51+2,56+2,56+2,56+2,51+2,64+2,68+2,68+2,68+2,64+2,66+2,72+2,72+2,72+2,66+2,31,34,72,66,33,42,32,28,68,50,68,73,68,70,59,51,80,77,79,48,83,74,32,35,48,57,72,71,73,13,7,11,7,11,10.2M
216350,A. Ademi,27,https://cdn.sofifa.org/players/4/19/216350.png,FYR Macedonia,https://cdn.sofifa.org/flags/19.png,74,76,Dinamo Zagreb,https://cdn.sofifa.org/teams/2/light/211.png,55,1,1842,Right,1,3,3,High/ High,Normal,No,RDM,5,"Jul 1, 2010",,2023,6'1,174lbs,64+2,64+2,64+2,63+2,65+2,65+2,65+2,63+2,66+2,66+2,66+2,65+2,70+2,70+2,70+2,65+2,68+2,73+2,73+2,73+2,68+2,69+2,73+2,73+2,73+2,69+2,42,52,66,74,40,69,49,48,68,72,58,69,47,70,55,68,63,84,81,65,77,72,57,68,46,71,76,75,69,11,10,12,15,14,12.5M
221982,P. Roberts,21,https://cdn.sofifa.org/players/4/19/221982.png,England,https://cdn.sofifa.org/flags/14.png,74,82,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,85,60,1697,Left,1,3,4,Medium/ Medium,Lean,No,RM,17,,Manchester City,"Jun 30, 2019",5'7,146lbs,66+2,66+2,66+2,74+2,72+2,72+2,72+2,74+2,74+2,74+2,74+2,72+2,66+2,66+2,66+2,72+2,52+2,48+2,48+2,48+2,52+2,47+2,35+2,35+2,35+2,47+2,66,68,44,73,52,81,66,49,65,78,79,76,90,63,90,65,44,60,33,67,38,21,71,76,62,76,37,18,19,12,7,8,7,12,
194334,Daniel Ayala,27,https://cdn.sofifa.org/players/4/19/194334.png,Spain,https://cdn.sofifa.org/flags/45.png,74,76,Middlesbrough,https://cdn.sofifa.org/teams/2/light/12.png,55,41,1696,Right,1,3,2,Medium/ Medium,Normal,Yes,RCB,4,"Jan 24, 2014",,2020,6'3,185lbs,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,59+2,64+2,68+2,68+2,68+2,64+2,66+2,72+2,72+2,72+2,66+2,33,43,79,58,29,66,41,32,60,67,67,66,62,70,54,47,73,74,78,32,80,72,49,60,37,65,74,72,67,15,8,15,6,10,10.9M
210719,M. Kempf,23,https://cdn.sofifa.org/players/4/19/210719.png,Germany,https://cdn.sofifa.org/flags/21.png,74,80,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,65,22,1711,Left,1,3,2,Medium/ Medium,Normal,No,LCB,4,"Jul 1, 2018",,2022,6'1,192lbs,53+2,53+2,53+2,53+2,53+2,53+2,53+2,53+2,55+2,55+2,55+2,55+2,59+2,59+2,59+2,55+2,64+2,68+2,68+2,68+2,64+2,66+2,73+2,73+2,73+2,66+2,41,31,75,65,30,56,36,39,67,61,65,68,64,69,59,52,90,61,80,38,76,75,33,54,52,65,70,74,73,14,14,11,7,11,12.4M
211999,R. Khedira,24,https://cdn.sofifa.org/players/4/19/211999.png,Germany,https://cdn.sofifa.org/flags/21.png,74,77,FC Augsburg,https://cdn.sofifa.org/teams/2/light/100409.png,6,17,1720,Right,1,3,2,Medium/ Medium,Normal,No,CB,8,"Jul 1, 2017",,2021,6'2,185lbs,55+2,55+2,55+2,55+2,56+2,56+2,56+2,55+2,59+2,59+2,59+2,58+2,65+2,65+2,65+2,58+2,67+2,72+2,72+2,72+2,67+2,68+2,72+2,72+2,72+2,68+2,42,34,67,77,29,57,38,41,67,68,54,59,59,65,57,58,66,79,79,51,79,74,43,59,46,66,69,78,72,9,13,11,12,8,10.7M
215071,M. Casco,30,https://cdn.sofifa.org/players/4/19/215071.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,74,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,41,18,1993,Right,1,4,3,High/ Medium,Normal,No,LB,20,"Sep 9, 2015",,2020,5'7,152lbs,68+2,68+2,68+2,71+2,70+2,70+2,70+2,71+2,70+2,70+2,70+2,72+2,69+2,69+2,69+2,72+2,73+2,70+2,70+2,70+2,73+2,72+2,69+2,69+2,69+2,72+2,70,58,62,70,21,75,68,58,65,71,85,86,84,68,82,74,80,92,70,67,76,68,71,65,46,67,69,70,68,15,8,13,12,6,5.7M
234015,Caio Milaçar,34,https://cdn.sofifa.org/players/4/19/234015.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,74,Ceará Sporting Club,https://cdn.sofifa.org/teams/2/light/111059.png,28,19,1752,Right,1,4,4,Medium/ Medium,Lean,No,CAM,8,"Jan 1, 2018",,2021,5'7,148lbs,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,70+2,67+2,67+2,67+2,70+2,55+2,52+2,52+2,52+2,55+2,51+2,41+2,41+2,41+2,51+2,59,72,47,75,69,75,68,64,60,75,68,66,76,74,85,60,48,67,44,63,41,43,68,76,73,79,17,32,30,10,11,12,11,13,5.3M
186143,O. Norwood,27,https://cdn.sofifa.org/players/4/19/186143.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,74,74,Sheffield United,https://cdn.sofifa.org/teams/2/light/1794.png,6,39,1982,Right,1,3,2,Medium/ Medium,Lean,No,CDM,16,,Brighton & Hove Albion,"Jan 1, 2019",5'9,152lbs,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,69+2,69+2,69+2,68+2,72+2,72+2,72+2,68+2,70+2,72+2,72+2,72+2,70+2,69+2,68+2,68+2,68+2,69+2,74,58,58,77,69,62,72,75,82,75,59,55,68,69,73,77,64,69,58,73,69,72,59,76,70,69,69,72,70,16,16,7,7,12,
186912,C. Träsch,30,https://cdn.sofifa.org/players/4/19/186912.png,Germany,https://cdn.sofifa.org/flags/21.png,74,74,FC Ingolstadt 04,https://cdn.sofifa.org/teams/2/light/111239.png,42,21,1964,Right,2,4,3,Medium/ High,Normal,Yes,CDM,28,"Aug 30, 2017",,2021,5'11,165lbs,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,73,46,62,73,60,67,65,41,72,70,67,74,66,73,65,78,71,81,74,73,77,76,63,70,51,74,72,72,72,14,13,7,15,11,6.7M
205601,C. Atsu,26,https://cdn.sofifa.org/players/4/19/205601.png,Ghana,https://cdn.sofifa.org/flags/117.png,74,75,Newcastle United,https://cdn.sofifa.org/teams/2/light/13.png,65,39,1828,Left,1,3,3,Medium/ Low,Lean,Yes,LM,30,"Jun 9, 2017",,2021,5'5,143lbs,67+2,67+2,67+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,66+2,66+2,66+2,72+2,57+2,52+2,52+2,52+2,57+2,54+2,42+2,42+2,42+2,54+2,65,64,47,70,58,76,70,58,62,74,92,88,88,72,92,72,66,68,36,66,43,35,72,70,73,64,30,33,32,13,12,12,10,9,12.8M
227873,A. Touré,22,https://cdn.sofifa.org/players/4/19/227873.png,Mali,https://cdn.sofifa.org/flags/126.png,74,79,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,65,38,1818,Right,1,3,3,High/ Medium,Normal,No,RB,38,"Jan 1, 2015",,2019,6'0,159lbs,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,64+2,64+2,64+2,68+2,65+2,65+2,65+2,68+2,72+2,69+2,69+2,69+2,72+2,72+2,71+2,71+2,71+2,72+2,73,60,69,71,30,72,67,35,55,73,72,74,64,69,64,55,74,76,74,32,59,72,60,56,40,67,70,76,74,11,15,7,7,12,12.8M
163873,Eduardo,35,https://cdn.sofifa.org/players/4/19/163873.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Vitesse,https://cdn.sofifa.org/teams/2/light/1909.png,13,34,1212,Right,2,3,1,Medium/ Medium,Normal,No,GK,1,,Chelsea,"Jun 30, 2019",6'2,194lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,12,22,11,11,11,14,32,32,42,41,58,64,57,38,73,18,69,18,28,22,11,40,37,61,12,20,20,73,73,71,76,73,
173857,M. Andújar,34,https://cdn.sofifa.org/players/4/19/173857.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,74,Estudiantes de La Plata,https://cdn.sofifa.org/teams/2/light/101083.png,23,11,1162,Right,2,3,1,Medium/ Medium,Normal,No,GK,21,"Jul 25, 2016",,2019,6'4,194lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,10,23,11,16,13,16,23,20,45,45,40,70,40,25,70,38,70,10,39,20,13,40,23,60,20,18,19,73,73,62,75,77,3.4M
206114,K. Olsson,23,https://cdn.sofifa.org/players/4/19/206114.png,Sweden,https://cdn.sofifa.org/flags/46.png,74,79,AIK,https://cdn.sofifa.org/teams/2/light/433.png,75,8,1925,Right,1,3,4,High/ Medium,Lean,No,LCM,7,"Jan 31, 2017",,2020,5'11,152lbs,66+2,66+2,66+2,72+2,71+2,71+2,71+2,72+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,68+2,68+2,68+2,68+2,68+2,66+2,62+2,62+2,62+2,66+2,65,63,52,77,51,75,71,66,70,77,77,75,88,72,70,64,72,78,54,62,69,63,68,79,46,78,64,58,56,10,6,9,11,7,10.3M
207650,E. Krafth,23,https://cdn.sofifa.org/players/4/19/207650.png,Sweden,https://cdn.sofifa.org/flags/46.png,74,78,Amiens SC,https://cdn.sofifa.org/teams/2/light/1816.png,6,21,1911,Right,1,3,3,High/ Medium,Normal,No,RB,5,,Bologna,"Jun 30, 2019",5'11,159lbs,61+2,61+2,61+2,64+2,63+2,63+2,63+2,64+2,63+2,63+2,63+2,65+2,65+2,65+2,65+2,65+2,72+2,70+2,70+2,70+2,72+2,73+2,72+2,72+2,72+2,73+2,68,41,64,68,46,68,70,54,62,68,72,78,73,74,71,70,68,76,68,58,72,75,52,60,54,72,72,76,76,8,13,15,14,7,
189218,R. Jack,26,https://cdn.sofifa.org/players/4/19/189218.png,Scotland,https://cdn.sofifa.org/flags/42.png,74,78,Rangers FC,https://cdn.sofifa.org/teams/2/light/86.png,6,39,1875,Right,1,3,3,Medium/ High,Normal,No,CDM,8,"Jul 1, 2017",,2020,6'0,159lbs,60+2,60+2,60+2,63+2,63+2,63+2,63+2,63+2,65+2,65+2,65+2,66+2,69+2,69+2,69+2,66+2,71+2,73+2,73+2,73+2,71+2,70+2,71+2,71+2,71+2,70+2,59,49,65,75,31,67,63,47,71,74,66,66,70,69,65,61,69,91,73,54,82,72,48,66,55,80,70,73,68,12,16,11,8,9,11.3M
205347,M. Luongo,25,https://cdn.sofifa.org/players/4/19/205347.png,Australia,https://cdn.sofifa.org/flags/195.png,74,77,Queens Park Rangers,https://cdn.sofifa.org/teams/2/light/15.png,6,9,1960,Right,1,3,3,Medium/ High,Normal,No,RDM,8,"May 28, 2015",,2020,5'9,168lbs,67+2,67+2,67+2,68+2,69+2,69+2,69+2,68+2,70+2,70+2,70+2,69+2,71+2,71+2,71+2,69+2,71+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,71+2,71+2,51,63,59,71,46,74,49,46,68,72,73,74,79,72,76,69,84,92,72,63,76,72,65,70,52,63,64,77,74,15,13,9,14,6,11.9M
215331,L. Jara,27,https://cdn.sofifa.org/players/4/19/215331.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,75,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,5,18,1908,Right,1,3,3,Medium/ Medium,Normal,No,RB,29,"Jan 4, 2016",,2020,6'1,181lbs,63+2,63+2,63+2,68+2,66+2,66+2,66+2,68+2,67+2,67+2,67+2,70+2,70+2,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,73+2,70+2,70+2,70+2,73+2,75,41,60,67,52,72,59,40,72,74,69,78,70,69,60,65,71,86,79,70,67,75,69,66,38,67,66,73,75,8,14,13,9,6,7.4M
172835,M. Andreolli,32,https://cdn.sofifa.org/players/4/19/172835.png,Italy,https://cdn.sofifa.org/flags/27.png,74,74,Cagliari,https://cdn.sofifa.org/teams/2/light/1842.png,32,25,1470,Right,2,3,2,Low/ Medium,Lean,No,CB,3,"Jul 7, 2017",,2019,6'2,176lbs,47+2,47+2,47+2,42+2,44+2,44+2,44+2,42+2,44+2,44+2,44+2,43+2,48+2,48+2,48+2,43+2,55+2,62+2,62+2,62+2,55+2,59+2,73+2,73+2,73+2,59+2,22,16,76,55,23,49,31,18,55,55,44,53,59,65,55,59,85,30,79,24,76,67,33,28,34,74,77,79,76,12,11,5,5,14,5.5M
187939,A. Chahechouhe,31,https://cdn.sofifa.org/players/4/19/187939.png,Morocco,https://cdn.sofifa.org/flags/129.png,74,74,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,49,49,1813,Right,1,4,4,Medium/ Medium,Normal,No,LM,92,"Apr 7, 2016",,2019,5'9,150lbs,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,72+2,72+2,72+2,73+2,68+2,68+2,68+2,73+2,56+2,53+2,53+2,53+2,56+2,52+2,44+2,44+2,44+2,52+2,69,71,58,75,74,77,60,51,68,77,77,74,77,72,73,76,58,72,62,70,39,40,72,65,80,72,25,27,24,7,10,8,15,10,9.4M
210468,I. Kutepov,24,https://cdn.sofifa.org/players/4/19/210468.png,Russia,https://cdn.sofifa.org/flags/40.png,74,80,Spartak Moscow,https://cdn.sofifa.org/teams/2/light/100767.png,65,1,1625,Right,1,5,2,Medium/ High,Lean,No,RCB,3,"Jul 1, 2012",,2021,6'4,185lbs,52+2,52+2,52+2,45+2,49+2,49+2,49+2,45+2,50+2,50+2,50+2,48+2,60+2,60+2,60+2,48+2,62+2,71+2,71+2,71+2,62+2,64+2,73+2,73+2,73+2,64+2,34,35,80,74,43,38,40,55,70,54,32,33,48,75,55,74,34,70,82,55,70,83,30,46,36,63,75,73,72,12,8,12,16,11,15M
216356,J. Pivarić,29,https://cdn.sofifa.org/players/4/19/216356.png,Croatia,https://cdn.sofifa.org/flags/10.png,74,74,Dynamo Kyiv,https://cdn.sofifa.org/teams/2/light/101047.png,43,1,1918,Left,1,3,3,High/ Medium,Lean,No,LB,23,"Aug 8, 2017",,2020,5'9,152lbs,65+2,65+2,65+2,70+2,68+2,68+2,68+2,70+2,67+2,67+2,67+2,71+2,68+2,68+2,68+2,71+2,74+2,70+2,70+2,70+2,74+2,73+2,66+2,66+2,66+2,73+2,80,58,44,74,29,71,68,71,68,72,78,75,68,79,71,70,64,77,61,64,55,72,68,50,59,65,73,69,73,9,8,12,15,13,8.9M
223524,E. Goldaniga,24,https://cdn.sofifa.org/players/4/19/223524.png,Italy,https://cdn.sofifa.org/flags/27.png,74,76,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,6,32,1481,Right,1,3,2,Medium/ High,Normal,No,RCB,6,,Sassuolo,"Jun 30, 2019",6'2,181lbs,46+2,46+2,46+2,42+2,43+2,43+2,43+2,42+2,43+2,43+2,43+2,44+2,50+2,50+2,50+2,44+2,60+2,65+2,65+2,65+2,60+2,63+2,72+2,72+2,72+2,63+2,27,22,73,57,26,48,29,33,56,59,43,55,42,70,35,55,79,56,78,41,76,74,13,19,34,64,73,75,75,9,12,7,15,15,
230437,Elias Fontoira,34,https://cdn.sofifa.org/players/4/19/230437.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,74,Internacional,https://cdn.sofifa.org/teams/2/light/1048.png,17,21,2047,Right,1,3,3,Medium/ Medium,Lean,No,LDM,13,"Jan 1, 2018",,2021,6'1,163lbs,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,72+2,70,69,66,73,67,74,74,75,74,75,68,72,66,76,69,68,70,74,71,72,65,75,66,77,72,82,80,67,73,8,7,12,10,12,3.2M
244517,E. Saric,27,https://cdn.sofifa.org/players/4/19/244517.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,74,74,Suwon Samsung Bluewings,https://cdn.sofifa.org/teams/2/light/983.png,6,9,1938,Left,1,3,3,High/ High,Normal,No,CM,22,"Jul 9, 2018",,2021,5'11,157lbs,68+2,68+2,68+2,69+2,71+2,71+2,71+2,69+2,72+2,72+2,72+2,70+2,72+2,72+2,72+2,70+2,69+2,71+2,71+2,71+2,69+2,69+2,69+2,69+2,69+2,69+2,48,60,62,76,45,72,69,58,72,73,74,77,73,68,73,71,68,76,73,68,62,71,73,76,47,75,70,70,68,10,9,6,14,6,7.5M
191269,S. Al Faraj,28,https://cdn.sofifa.org/players/4/19/191269.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,74,74,Al Hilal,https://cdn.sofifa.org/teams/2/light/605.png,55,33,2031,Left,1,4,3,High/ Medium,Lean,Yes,CM,7,"Jan 22, 2016",,2021,5'11,141lbs,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,71+2,72+2,72+2,72+2,71+2,70+2,68+2,68+2,68+2,70+2,72,65,59,78,70,71,71,66,75,75,67,73,81,74,69,74,71,72,73,67,66,67,66,76,61,73,69,70,67,13,16,11,15,11,9.4M
197926,L. Crisetig,25,https://cdn.sofifa.org/players/4/19/197926.png,Italy,https://cdn.sofifa.org/flags/27.png,74,77,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,7,26,1867,Left,1,3,3,Medium/ High,Normal,No,CM,88,,Bologna,"Jun 30, 2019",6'0,176lbs,61+2,61+2,61+2,64+2,65+2,65+2,65+2,64+2,68+2,68+2,68+2,66+2,72+2,72+2,72+2,66+2,68+2,73+2,73+2,73+2,68+2,67+2,70+2,70+2,70+2,67+2,62,33,68,78,58,72,61,59,76,76,48,54,67,72,68,70,72,76,76,68,67,73,60,74,59,72,68,72,60,4,4,4,4,4,
205351,A. Pritchard,25,https://cdn.sofifa.org/players/4/19/205351.png,England,https://cdn.sofifa.org/flags/14.png,74,78,Huddersfield Town,https://cdn.sofifa.org/teams/2/light/1939.png,75,37,1845,Right,1,4,3,High/ Medium,Lean,Yes,LS,21,"Jan 12, 2018",,2021,5'7,137lbs,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,71+2,58+2,57+2,57+2,57+2,58+2,55+2,46+2,46+2,46+2,55+2,70,67,42,74,63,74,75,77,72,76,75,66,75,66,85,76,48,62,32,69,67,40,71,76,66,68,40,40,43,13,13,14,10,8,14.8M
221479,D. Calvert-Lewin,21,https://cdn.sofifa.org/players/4/19/221479.png,England,https://cdn.sofifa.org/flags/14.png,74,83,Everton,https://cdn.sofifa.org/teams/2/light/7.png,9,55,1782,Right,1,3,3,High/ Medium,Lean,Yes,ST,29,"Aug 31, 2016",,2023,6'2,157lbs,72+2,72+2,72+2,71+2,71+2,71+2,71+2,71+2,68+2,68+2,68+2,69+2,61+2,61+2,61+2,69+2,56+2,51+2,51+2,51+2,56+2,53+2,50+2,50+2,50+2,53+2,63,69,75,65,63,76,51,42,40,74,78,86,73,71,64,76,78,75,73,61,68,34,71,60,54,64,38,31,23,12,12,8,7,11,18.9M
240679,T. Koopmeiners,20,https://cdn.sofifa.org/players/4/19/240679.png,Netherlands,https://cdn.sofifa.org/flags/34.png,74,83,AZ Alkmaar,https://cdn.sofifa.org/teams/2/light/1906.png,85,10,2024,Left,1,3,3,Medium/ Medium,Normal,No,LCB,8,"Aug 13, 2017",,2022,6'0,170lbs,69+2,69+2,69+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,71+2,71+2,70+2,68+2,68+2,68+2,70+2,76,65,66,73,64,67,67,66,74,75,69,72,67,75,69,75,76,80,74,75,69,69,67,76,67,72,66,66,61,14,8,14,12,10,14.5M
173608,Joselu,28,https://cdn.sofifa.org/players/4/19/173608.png,Spain,https://cdn.sofifa.org/flags/45.png,74,74,Newcastle United,https://cdn.sofifa.org/teams/2/light/13.png,6,44,1763,Right,1,3,3,Medium/ Medium,Lean,Yes,ST,21,"Aug 16, 2017",,2020,6'4,176lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,69+2,69+2,69+2,67+2,63+2,63+2,63+2,67+2,50+2,49+2,49+2,49+2,50+2,47+2,46+2,46+2,46+2,47+2,58,72,79,70,71,71,73,62,49,75,58,59,64,74,52,77,67,65,77,68,59,25,78,68,70,62,23,27,20,11,11,8,15,7,11.4M
177448,G. Svensson,31,https://cdn.sofifa.org/players/4/19/177448.png,Sweden,https://cdn.sofifa.org/flags/46.png,74,74,Seattle Sounders FC,https://cdn.sofifa.org/teams/2/light/111144.png,38,7,1774,Right,1,2,3,Low/ Medium,Normal,No,CDM,18,"Jan 30, 2017",,2019,6'0,170lbs,57+2,57+2,57+2,57+2,59+2,59+2,59+2,57+2,61+2,61+2,61+2,61+2,68+2,68+2,68+2,61+2,68+2,73+2,73+2,73+2,68+2,68+2,72+2,72+2,72+2,68+2,49,34,65,75,45,64,55,33,69,70,52,44,48,74,59,66,73,87,77,47,82,73,50,64,45,72,69,73,72,15,12,11,16,6,5.7M
230186,Enaldo Praz,30,https://cdn.sofifa.org/players/4/19/230186.png,Brazil,https://cdn.sofifa.org/flags/54.png,74,74,Grêmio,https://cdn.sofifa.org/teams/2/light/1629.png,41,22,1836,Left,1,3,2,Medium/ Medium,Normal,No,LB,5,"Jan 1, 2018",,2021,5'10,161lbs,59+2,59+2,59+2,63+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,72+2,72+2,72+2,72+2,72+2,72+2,71+2,71+2,71+2,72+2,73,45,68,70,41,61,45,46,69,69,71,73,64,72,65,55,64,81,62,52,79,70,51,70,51,68,78,77,71,13,9,1,13,7,7.3M
202539,L. Griffiths,27,https://cdn.sofifa.org/players/4/19/202539.png,Scotland,https://cdn.sofifa.org/flags/42.png,74,74,Celtic,https://cdn.sofifa.org/teams/2/light/78.png,6,46,1867,Left,1,3,3,High/ Medium,Normal,No,ST,16,"Jan 31, 2014",,2022,5'9,170lbs,72+2,72+2,72+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,70+2,61+2,61+2,61+2,70+2,51+2,46+2,46+2,46+2,51+2,47+2,41+2,41+2,41+2,47+2,67,74,68,66,61,72,82,85,46,69,82,80,79,72,76,81,88,72,67,71,66,22,75,64,68,68,21,16,14,15,10,13,15,10,10.8M
206124,W. Katsande,32,https://cdn.sofifa.org/players/4/19/206124.png,Zimbabwe,https://cdn.sofifa.org/flags/148.png,74,74,Kaizer Chiefs,https://cdn.sofifa.org/teams/2/light/110929.png,32,1,1928,Right,1,3,3,Medium/ Medium,Normal,No,RCM,31,"Jun 1, 2011",,2020,5'10,172lbs,65+2,65+2,65+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,70+2,72+2,72+2,72+2,70+2,70+2,72+2,72+2,72+2,70+2,55,59,67,75,68,71,51,42,68,69,68,69,63,63,74,67,62,81,70,61,89,75,59,63,69,73,74,70,77,15,7,9,8,10,7.1M
144172,S. Kırıntılı,33,https://cdn.sofifa.org/players/4/19/144172.png,Turkey,https://cdn.sofifa.org/flags/48.png,74,74,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,28,12,1160,Right,1,2,1,Medium/ Medium,Normal,No,GK,12,"Jul 6, 2015",,2020,6'1,172lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,16,24,12,13,11,14,23,13,41,56,61,74,51,22,78,30,59,12,32,24,16,36,10,65,14,15,15,74,72,68,73,76,5.7M
221740,E. Crivelli,23,https://cdn.sofifa.org/players/4/19/221740.png,France,https://cdn.sofifa.org/flags/18.png,74,80,Stade Malherbe Caen,https://cdn.sofifa.org/teams/2/light/210.png,8,20,1732,Right,1,3,2,High/ Medium,Stocky,No,ST,27,"Jul 1, 2018",,2021,6'0,174lbs,72+2,72+2,72+2,65+2,69+2,69+2,69+2,65+2,68+2,68+2,68+2,65+2,64+2,64+2,64+2,65+2,48+2,53+2,53+2,53+2,48+2,46+2,49+2,49+2,49+2,46+2,49,76,78,73,65,65,59,49,59,74,40,54,60,73,41,78,74,72,85,64,87,25,78,64,62,68,24,26,23,6,12,13,15,9,17.6M
205869,Jairo,24,https://cdn.sofifa.org/players/4/19/205869.png,Spain,https://cdn.sofifa.org/flags/45.png,74,77,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,7,12,1833,Right,2,4,3,Medium/ Medium,Normal,No,LM,23,"Jul 5, 2018",,2019,5'8,152lbs,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,65+2,65+2,65+2,72+2,55+2,51+2,51+2,51+2,55+2,52+2,42+2,42+2,42+2,52+2,68,64,49,71,60,79,71,60,64,74,86,84,83,71,87,69,73,66,50,65,54,29,71,67,75,68,25,31,28,10,11,16,10,12,11.7M
212269,R. Bazoer,21,https://cdn.sofifa.org/players/4/19/212269.png,Netherlands,https://cdn.sofifa.org/flags/34.png,74,82,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,8,26,1989,Right,2,3,3,Medium/ Medium,Normal,No,CM,24,,VfL Wolfsburg,"Jun 30, 2019",6'0,163lbs,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,71+2,70+2,69+2,69+2,69+2,70+2,70,58,63,76,69,75,68,41,74,77,75,74,74,76,74,72,81,76,73,67,71,67,68,71,46,72,69,67,64,6,11,12,14,10,
